Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,Inches_Z-Score,Price_Z-Score,Weight_Z-Score
Toshiba,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.47,91908.0,-0.28699227764438945,0.8588536292902373,-0.4821570705254613
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,2.09,56633.976,0.03588197319519363,-0.08686267008712978,-0.043740551603130715
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.64,53839.9728,-0.28699227764438945,-0.16177145754932917,-0.36194608953062873
Lenovo,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.8,45128.16,0.03588197319519363,-0.3953400280669537,-0.24880634271196267
Vero,Notebook,14.0,1366x768,Intel Atom X5-Z8350 1.44GHz,2GB,32GB Flash Storage,Intel HD Graphics 400,Windows 10,1.45,11231.424,-0.28699227764438945,-1.3041304663478708,-0.49629953887779454
Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,256GB SSD,Nvidia GeForce 930M,Windows 10,2.4,75924.0,0.03588197319519363,0.4303136552501948,0.17546770785803464
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,2.3,55922.688,0.03588197319519363,-0.10593269893191168,0.10475536609636835
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,1.54,53280.0,-0.28699227764438945,-0.1767846413065321,-0.43265843129229486
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD +  500GB HDD,Intel HD Graphics 520,Windows 10,1.84,112065.9552,0.03588197319519363,1.3992996752179363,-0.22052140600729614
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.43,78268.32,-0.28699227764438945,0.49316618477606794,-0.5104420072301278
Asus,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.2,15339.312,-0.7713036539037642,-1.1939956930195799,-0.6730803932819601
Lenovo,Notebook,14.0,IPS Panel 2560x1440,Intel Core i7 6600U 2.6GHz,16GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.1,139593.6,-0.28699227764438945,2.1373312185096975,-0.7437927350436263
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Nvidia GeForce 940MX,Windows 10,1.91,52161.12,0.03588197319519363,-0.206782439489335,-0.1710227667741299
Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.3,58288.32,0.03588197319519363,-0.04250878277398544,0.10475536609636835
HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.04,52161.12,0.03588197319519363,-0.206782439489335,-0.07909672248396371
Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,16GB,1TB SSD,Intel HD Graphics 620,Windows 10,1.2,120093.12,-0.4282497623867069,1.6145124501808457,-0.6730803932819601
HP,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.31,37570.392,0.03588197319519363,-0.5979680124588872,0.11182660027253513
HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,No OS,1.96,26586.72,0.03588197319519363,-0.8924463979534031,-0.13566659589329674
Acer,Notebook,15.6,1366x768,AMD A8-Series 7410 2.2GHz,8GB,1TB HDD,AMD Radeon R5,Windows 10,2.4,23922.72,0.03588197319519363,-0.9638697269600769,0.17546770785803464
Dell,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.6,69210.72,-0.4282497623867069,0.250326866153377,-0.3902310262352951
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.94,96916.32,0.03588197319519363,0.9931294878227842,0.5573143533710323
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Intel HD Graphics,Windows 10,2.25,29783.52,0.03588197319519363,-0.8067384031453946,0.06939919521553536
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,2TB HDD,AMD Radeon R7 M445,Windows 10,2.32,52746.6672,0.03588197319519363,-0.1910835917736681,0.11889783444870161
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,1.8,102777.12,0.03588197319519363,1.1502608116374662,-0.24880634271196267
Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.29,77682.24,-0.4282497623867069,0.4774530523945996,-0.6094392856964604
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,64GB,1TB SSD,Nvidia GeForce GTX 980 ,Windows 10,3.58,211788.0,0.37893586471225094,4.072903434590557,1.0098733406456963
Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.62,42517.9728,-0.4282497623867069,-0.46532060582769263,-0.37608855788296186
Dell,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,Windows 10,3.21,70809.12,0.03588197319519363,0.2931808635573811,0.7482376761275312
Apple,Ultrabook,12.0,IPS Panel Retina Display 2304x1440,Intel Core M 1.1GHz,8GB,256GB Flash Storage,Intel HD Graphics 515,Mac OS X,0.92,69264.0,-0.6905850911938684,0.2517553327335104,-0.8710749502146257
Dell,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.06,25679.8944,0.03588197319519363,-0.9167588991472747,-0.06495425413163045
HP,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.31,63882.72,0.03588197319519363,0.10748020814002948,0.11182660027253513
HP,Ultrabook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.26,63882.72,0.03588197319519363,0.10748020814002948,-0.6306529882249604
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.49,58075.2,0.03588197319519363,-0.04822264909451941,-0.468014602173128
Lenovo,Ultrabook,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.3,91294.7472,0.03588197319519363,0.842411978952901,-0.6023680515202938
Lenovo,Notebook,15.6,1600x900,Intel Core i5 6200U 2.3GHz,8GB,1.0TB HDD,AMD Radeon R5 M330,Windows 10,3.0,35111.52,0.03588197319519363,-0.6638917451320472,0.5997417584280321
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,4GB,1TB HDD,Nvidia GeForce GTX 950M,Windows 10,2.3,52054.56,0.03588197319519363,-0.20963937264960208,0.10475536609636835
Lenovo,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.1,28771.2,0.03588197319519363,-0.8338792681679307,-0.03666931742696393
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 7,2.31,50083.2,0.03588197319519363,-0.26249263611454066,0.11182660027253513
Lenovo,Ultrabook,15.6,IPS Panel Touchscreen 2560x1440,Intel Core M 6Y75 1.2GHz,8GB,512GB SSD,Intel HD Graphics 515,Windows 10,0.99,74538.72,0.03588197319519363,0.3931735241667245,-0.8215763109814592
Lenovo,2 in 1 Convertible,15.6,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4GB,64GB Flash Storage,Intel HD Graphics 400,Windows 10,0.69,34433.2656,0.03588197319519363,-0.6820761246971463,-1.033713336266458
HP,Ultrabook,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.3,109170.72,0.03588197319519363,1.3216768012534834,-0.6023680515202938
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.18,39960.0,0.03588197319519363,-0.5339012863399009,0.019900555982369107
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 7,1.54,54931.1472,0.03588197319519363,-0.13251646198819572,-0.43265843129229486
HP,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,AMD FirePro W4190M,Windows 7,1.9,79653.6,0.03588197319519363,0.5303063158595382,-0.17809400095029654
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,180GB SSD,Intel HD Graphics 520,Windows 7,1.7,63882.72,0.03588197319519363,0.10748020814002948,-0.31951868447362897
HP,Notebook,15.6,Quad HD+ 3200x1800,Intel Pentium Dual Core 4405Y 1.5GHz,4GB,32GB Flash Storage,Intel HD Graphics 515,Chrome OS,1.29,32767.2,0.03588197319519363,-0.72674427465792,-0.6094392856964604
Acer,Notebook,15.6,1366x768,AMD A8-Series 7410 2.2GHz,4GB,500GB HDD,AMD Radeon R5,Windows 10,2.4,20619.36,0.03588197319519363,-1.0524346549283523,0.17546770785803464
Dell,Notebook,15.6,1366x768,Intel Pentium Quad Core N3700 1.6GHz,4GB,500GB HDD,Intel HD Graphics,Linux,2.2,20965.1472,0.03588197319519363,-1.043163906823286,0.03404302433470237
HP,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Intel HD Graphics 520,No OS,1.86,18434.3472,0.03588197319519363,-1.111016069379626,-0.20637893765496287
Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.7,85194.72,0.03588197319519363,0.6788668401934195,0.38760473314303356
Dell,Ultrabook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,256GB SSD,AMD Radeon 530,Windows 10,1.4,43601.688,0.03588197319519363,-0.4362655955877778,-0.5316557097586277
HP,Netbook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows 7,2.4,85194.72,0.03588197319519363,0.6788668401934195,0.17546770785803464
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 950M,Windows 10,2.4,42570.72,0.03588197319519363,-0.46390642391336057,0.17546770785803464
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,AMD Radeon R7 M445,Windows 10,2.36,34035.264,0.03588197319519363,-0.6927467700507433,0.14718277115336814
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD,Nvidia GeForce GTX 965M,Windows 10,2.6,85194.72,0.03588197319519363,0.6788668401934195,0.31689239138136727
HP,Notebook,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4GB,1TB HDD,Intel HD Graphics 405,Windows 10,1.96,26640.0,0.03588197319519363,-0.8910179313732697,-0.13566659589329674
Dell,Ultrabook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 7,1.5,60480.792,0.03588197319519363,0.0162726169985071,-0.4609433679969614
Dell,Ultrabook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows 7,1.5,62176.1616,0.03588197319519363,0.06172642357835423,-0.4609433679969614
Acer,Notebook,15.6,1366x768,Intel Celeron Dual Core 3205U 1.5GHz,4GB,16GB SSD,Intel HD Graphics,Chrome OS,2.2,11135.52,0.03588197319519363,-1.306701706192111,0.03404302433470237
HP,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,1TB HDD,AMD FirePro W6150M,Windows 7,3.0,154458.72,0.03588197319519363,2.5358733943669374,0.5997417584280321
Lenovo,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.4,63882.72,0.03588197319519363,0.10748020814002948,0.17546770785803464
Dell,Ultrabook,12.5,1366x768,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.5,75289.968,-0.5896868878064987,0.4133149029466063,-0.4609433679969614
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.9,80516.2032,0.37893586471225094,0.5534331897918991,0.5290294166663658
Lenovo,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,256GB SSD,Intel HD Graphics 520,Windows 10,2.1,46193.76,0.03588197319519363,-0.36677069646428423,-0.03666931742696393
HP,Notebook,15.6,Full HD 1920x1080,AMD A6-Series 9220 2.5GHz,4GB,1TB HDD,AMD Radeon R4,Windows 10,2.1,21205.44,0.03588197319519363,-1.036721522546884,-0.03666931742696393
Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.59,71341.92,0.03588197319519363,0.3074655293587159,0.3098211572052005
HP,Notebook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core M 6Y54 1.1GHz,8GB,256GB SSD,Intel HD Graphics 515,Windows 10,1.16,90522.72,-0.4282497623867069,0.8217134982067671,-0.7013653299866267
Dell,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,AMD Radeon R5 M315,Windows 7,2.24,40980.312,0.03588197319519363,-0.5065461513303449,0.062327961039368884
Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows 10,2.1,22857.12,0.03588197319519363,-0.9924390585627465,-0.03666931742696393
HP,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,512GB SSD,Intel HD Graphics 520,Windows 10,1.16,104908.32,-0.4282497623867069,1.2073994748428054,-0.7013653299866267
Lenovo,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4GB,64GB Flash Storage,Intel HD Graphics 400,Android,0.69,29250.72,-1.0739982640658734,-0.8210230689467294,-1.033713336266458
Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7560U 2.4GHz,8GB,256GB SSD,Intel Iris Plus Graphics 640,Windows 10,1.23,73473.12,-0.4282497623867069,0.36460419256405485,-0.6518666907534603
Razer,Ultrabook,12.5,Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.25,54825.12,-0.5896868878064987,-0.13535911048266125,-0.637724222401127
Toshiba,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.05,118601.28,-0.4282497623867069,1.5745153859371084,-0.7791489059244594
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,3.52,69929.4672,0.37893586471225094,0.2695968803193775,0.9674459355886965
Vero,Notebook,13.3,Full HD 1920x1080,Intel Atom X5-Z8350 1.44GHz,4GB,32GB Flash Storage,Intel HD Graphics 400,Windows 10,1.35,10442.88,-0.4282497623867069,-1.3252717717338462,-0.5670118806394607
HP,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.16,90043.2,-0.4282497623867069,0.8088572989855657,-0.7013653299866267
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.43,80612.64,-0.28699227764438945,0.5560187143019406,-0.5104420072301278
Dell,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Linux,2.09,27899.0064,0.03588197319519363,-0.8572632660847157,-0.043740551603130715
Asus,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.0,23176.8,0.03588197319519363,-0.9838682590819454,-0.10738165918863023
Lenovo,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.8,88924.32,-0.28699227764438945,0.7788595008027629,-0.24880634271196267
Lenovo,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4GB,64GB Flash Storage,Intel HD Graphics 400,Windows 10,0.69,25521.12,-1.0739982640658734,-0.9210157295560728,-1.033713336266458
HP,Ultrabook,12.5,1366x768,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.26,100965.6,-0.5896868878064987,1.1016929479129283,-0.6306529882249604
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,No OS,2.4,52693.92,0.03588197319519363,-0.19249777368800036,0.17546770785803464
HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,3.35,60153.12,0.37893586471225094,0.0074875475306862655,0.847234954593864
HP,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,8GB,2TB HDD,Intel HD Graphics 620,Windows 10,2.04,33513.12,0.03588197319519363,-0.7067457425360513,-0.07909672248396371
Lenovo,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,512GB SSD,Nvidia Quadro M500M,Windows 7,1.8,109244.2464,-0.28699227764438945,1.3236480851340675,-0.24880634271196267
Asus,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.5,14811.84,-0.28699227764438945,-1.2081375121629012,-0.4609433679969614
HP,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.84,40066.56,0.03588197319519363,-0.5310443531796339,-0.22052140600729614
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Nvidia GeForce 940MX,Windows 10,2.23,32820.48,0.03588197319519363,-0.7253158080777864,0.0552567268632021
Lenovo,Notebook,8.4,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,1.0TB Hybrid,AMD Radeon R7 M360,Windows 10,2.5,58554.72,-1.4170521555829303,-0.03536644987331803,0.24618004961970094
HP,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD,Nvidia Quadro M3000M,Windows 7,3.0,210424.032,0.37893586471225094,4.03633469013914,0.5997417584280321
Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,AMD Radeon R7 M445,Windows 10,2.5,41771.52,0.03588197319519363,-0.4853334226153628,0.24618004961970094
HP,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.88,115709.2416,0.03588197319519363,1.4969782199674633,-0.19223646930262978
Lenovo,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,16GB,512GB SSD,Intel HD Graphics 520,Windows 10,2.8,130003.2,-0.28699227764438945,1.880207234085672,0.45831707490469953
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.4,60888.384,0.03588197319519363,0.027200386336528104,0.17546770785803464
HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.48,86793.12,-0.4282497623867069,0.7217208375974237,-0.47508583634929463
HP,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD,Nvidia Quadro M1000M,Windows 7,2.59,118761.12,0.03588197319519363,1.5788007856775086,0.3098211572052005
HP,2 in 1 Convertible,13.3,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.48,95850.72,-0.4282497623867069,0.9645601562201146,-0.47508583634929463
HP,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD,Nvidia Quadro M1000M,Windows 7,2.0,101178.72,0.03588197319519363,1.107406814233462,-0.10738165918863023
HP,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 6500U 2.50GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.26,122381.496,-0.5896868878064987,1.6758650897975784,-0.6306529882249604
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,2.18,53807.472,0.03588197319519363,-0.16264282216321066,0.019900555982369107
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.88,84129.12,0.03588197319519363,0.6502975085907499,-0.19223646930262978
Lenovo,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.27,124621.92,-0.28699227764438945,1.7359321094921911,-0.6235817540487937
Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,Intel HD Graphics 520,No OS,1.9,18061.92,0.03588197319519363,-1.1210010507747592,-0.17809400095029654
HP,Notebook,15.6,1366x768,AMD E-Series 7110 1.8GHz,4GB,500GB HDD,AMD Radeon R2 Graphics,Windows 10,1.86,15824.16,0.03588197319519363,-1.180996647140365,-0.20637893765496287
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,1TB HDD,AMD Radeon R5 M330,No OS,2.32,31914.72,0.03588197319519363,-0.7495997399400556,0.11889783444870161
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050Ti,Windows 10,2.62,63882.72,0.03588197319519363,0.10748020814002948,0.3310348597337005
Dell,Notebook,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i5 6300HQ 2.3GHz,8GB,256GB SSD,Nvidia GeForce 960M,Windows 10,2.04,119916.2304,0.03588197319519363,1.6097699411348025,-0.07909672248396371
HP,Notebook,15.6,Full HD 1920x1080,AMD A6-Series A6-9220 2.5GHz,4GB,256GB SSD,AMD Radeon 520,Windows 10,1.91,25515.2592,0.03588197319519363,-0.9211728608798873,-0.1710227667741299
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,79536.384,0.37893586471225094,0.5271636893832445,0.38760473314303356
Lenovo,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,12GB,512GB SSD,Intel HD Graphics 520,Windows 7,1.4,122490.72,-0.28699227764438945,1.6787934462868521,-0.5316557097586277
Lenovo,Notebook,2.1,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,1.0TB Hybrid,AMD Radeon R5 M330,Windows 10,2.5,42010.7472,-2.688369518263789,-0.47891960767056346,0.24618004961970094
HP,2 in 1 Convertible,13.3,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,8GB,512GB SSD,Intel HD Graphics 520,Windows 10,1.48,108744.48,-0.4282497623867069,1.3102490686124153,-0.47508583634929463
Lenovo,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.7,79866.72,-0.28699227764438945,0.536020182180072,-0.31951868447362897
MSI,Gaming,14.0,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,Windows 10,1.7,94252.32,-0.28699227764438945,0.9217061588161104,-0.31951868447362897
HP,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.62,47898.72,0.03588197319519363,-0.32105976590001306,0.3310348597337005
Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,8GB,1TB HDD,Intel HD Graphics 520,Windows 10,2.2,24455.52,0.03588197319519363,-0.949585061158742,0.03404302433470237
HP,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,No OS,2.1,25414.0272,0.03588197319519363,-0.9238869473821409,-0.03666931742696393
Dell,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,79813.44,0.03588197319519363,0.5345917155999386,0.3310348597337005
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.95,74059.2,0.03588197319519363,0.3803173249455231,-0.1427378300694634
